"ChEMBL ID;""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""PSA"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX ApKa"";""CX BpKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA Lipinski"";""HBD Lipinski"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Molecular Species"";""Molecular Formula"";""Smiles""",,,
"CHEMBL45;""MELATONIN"";""BCI-049|CIRCADIN|GENERAL NUTRIT|HEALTH AID|HEIDADOUPPI|ICENIA|J5.258B|LIFE EXT|MELAPURE|MELATONIN|Melatonin|N-(2-(5-METHOXY-1H-INDOL-3-YL)ETHYL)ACETAMIDE|N-ACETYL-5-METHOXYTRYPTAMINE|NATROL|NATURE'S BLEND|NATURES BOUNTY|NSC-113928|NSC-56423|QUALITY HEALTH|S.GARD|TRAVELAG|VESPRO|VYTALONIN"";""Small molecule"";""4"";""232.28"";""243"";""1403"";""1.86"";""54.12"";""2"";""2"";""0"";""4"";""N"";""0.84"";""None"";""None"";""1.15"";""1.15"";""2"";""MOL"";""0"";""17"";""4"";""2"";""0"";""232.1212"";""NEUTRAL"";""C13H16N2O2"";""COc1ccc2[nH]cc(CCNC(C)=O)c2c1""",,,
"CHEMBL1201193;""LEVOBUPIVACAINE"";""BUPIVACAINE (-)-FORM|LEVOBUPIVACAINE"";""Small molecule"";""4"";""288.44"";""112"";""503"";""3.90"";""32.34"";""2"";""1"";""0"";""5"";""N"";""0.89"";""13.62"";""8.00"";""4.52"";""3.82"";""1"";""MOL"";""0"";""21"";""3"";""1"";""0"";""288.2202"";""NEUTRAL"";""C18H28N2O"";""CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C""",,,
"CHEMBL53;""APOMORPHINE"";""APL-130277|APOMORPHINE|Apomorphine|VR-040|VR040"";""Small molecule"";""4"";""267.33"";""84"";""819"";""2.85"";""43.70"";""3"";""2"";""0"";""0"";""Y"";""0.72"";""9.26"";""7.72"";""2.88"";""2.58"";""2"";""MOL"";""0"";""20"";""3"";""2"";""0"";""267.1259"";""NEUTRAL"";""C17H17NO2"";""CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3""",,,
"CHEMBL861;""MEPHENYTOIN"";""MEPHENYTOIN|METHOIN|Mesantoin"";""Small molecule"";""4"";""218.26"";""32"";""58"";""1.47"";""49.41"";""2"";""1"";""0"";""2"";""Y"";""0.76"";""11.09"";""None"";""1.67"";""1.67"";""1"";""MOL"";""0"";""16"";""4"";""1"";""0"";""218.1055"";""NEUTRAL"";""C12H14N2O2"";""CCC1(c2ccccc2)NC(=O)N(C)C1=O""",,,
"CHEMBL1027;""TIAGABINE"";""A-70569-1|ABBOTT-70569|ABBOTT-70569 FREE BASE|ABBOTT-70569-1|ABBOTT-705691 FREE BASE|ABT-569|ABT-569 FREE BASE|GABITRIL|Gabitril|NNC-05-0328|NNC-050328 FREE BASE|NO-05-0328|NO-050328 FREE BASE|TIAGABINE|Tiagabine"";""Small molecule"";""4"";""375.56"";""25"";""143"";""5.04"";""40.54"";""4"";""1"";""1"";""6"";""N"";""0.77"";""4.14"";""9.26"";""2.60"";""2.60"";""2"";""MOL"";""0"";""25"";""3"";""1"";""1"";""375.1327"";""ZWITTERION"";""C20H25NO2S2"";""Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C""",,,
"CHEMBL1410743;""PARALDEHYDE"";""FEMA NO. 4010|NSC-9799|PARACETALDEHYDE|PARALDEHYDE|Paral|Paraldehyde"";""Small molecule"";""4"";""132.16"";""6"";""16"";""1.09"";""27.69"";""3"";""0"";""0"";""0"";""Y"";""0.49"";""None"";""None"";""0.88"";""0.88"";""0"";""MOL"";""0"";""9"";""3"";""0"";""0"";""132.0786"";""NEUTRAL"";""C6H12O3"";""CC1OC(C)OC(C)O1""",,,
"CHEMBL1508;""ESCITALOPRAM"";""CIPRALEX|ESCITALOPRAM|Escitalopram|LU-26-054"";""Small molecule"";""4"";""324.40"";""27"";""93"";""3.81"";""36.26"";""3"";""0"";""0"";""5"";""N"";""0.84"";""None"";""9.78"";""3.76"";""1.41"";""2"";""MOL"";""0"";""24"";""3"";""0"";""0"";""324.1638"";""BASE"";""C20H21FN2O"";""CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21""",,,
"CHEMBL64195;""BECLAMIDE"";""BECLAMIDE|BENZCHLORPROPAMIDE|BENZYLAMIDE|NEURACEN|NYDRANE"";""Small molecule"";""4"";""197.66"";""5"";""13"";""1.93"";""29.10"";""1"";""1"";""0"";""4"";""N"";""0.73"";""None"";""None"";""1.69"";""1.69"";""1"";""MOL"";""0"";""13"";""2"";""1"";""0"";""197.0607"";""NEUTRAL"";""C10H12ClNO"";""O=C(CCCl)NCc1ccccc1""",,,
"CHEMBL531;""PERGOLIDE"";""PERGOLIDE|Pergolide"";""Small molecule"";""4"";""314.50"";""131"";""780"";""4.27"";""19.03"";""2"";""1"";""0"";""4"";""N"";""0.91"";""None"";""9.49"";""4.23"";""2.15"";""2"";""MOL"";""0"";""22"";""2"";""1"";""0"";""314.1817"";""BASE"";""C19H26N2S"";""CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21""",,,
"CHEMBL1289110;""TIANEPTINE"";""JNJ-39823277|S-1574|TIANEPTINE|TPI-1062"";""Small molecule"";""3"";""436.96"";""9"";""31"";""4.19"";""86.71"";""4"";""2"";""0"";""8"";""N"";""0.61"";""4.22"";""7.81"";""1.54"";""1.43"";""2"";""MOL"";""0"";""29"";""6"";""2"";""0"";""436.1224"";""ACID"";""C21H25ClN2O4S"";""CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O""",,,
"CHEMBL278020;""NEOSTIGMINE"";""NEOSTIGMINE"";""Small molecule"";""4"";""223.30"";""25"";""43"";""1.94"";""29.54"";""2"";""0"";""0"";""2"";""Y"";""0.72"";""None"";""None"";""-2.25"";""-2.25"";""1"";""MOL"";""0"";""16"";""4"";""0"";""0"";""223.1441"";""None"";""C12H19N2O2+"";""CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1""",,,
"CHEMBL2104273;""ETHYBENZTROPINE"";""ETHYBENZTROPINE|ETYBENZATROPINE|Panolid|UK-738"";""Small molecule"";""0"";""321.46"";"""";"""";""4.81"";""12.47"";""2"";""0"";""0"";""5"";""N"";""0.78"";""None"";""9.82"";""4.54"";""2.16"";""2"";""MOL"";""0"";""24"";""2"";""0"";""0"";""321.2093"";""BASE"";""C22H27NO"";""CCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2""",,,
"CHEMBL569;""PROCAINE"";""NSC-169497|Novocain|PROCAINE|Procaine"";""Small molecule"";""4"";""236.31"";""146"";""709"";""1.77"";""55.56"";""4"";""1"";""0"";""6"";""N"";""0.60"";""None"";""8.96"";""1.88"";""0.31"";""1"";""MOL"";""0"";""17"";""4"";""2"";""0"";""236.1525"";""BASE"";""C13H20N2O2"";""CCN(CC)CCOC(=O)c1ccc(N)cc1""",,,
"CHEMBL297302;""BENPERIDOL"";""ANQUIL|BENPERIDOL|BENQUIL|MCN-JR-4584|NSC-170982|R-4584"";""Small molecule"";""4"";""381.45"";""26"";""58"";""4.18"";""58.36"";""5"";""1"";""0"";""6"";""N"";""0.65"";""12.66"";""8.53"";""3.79"";""2.63"";""3"";""MOL"";""0"";""28"";""5"";""1"";""0"";""381.1853"";""BASE"";""C22H24FN3O2"";""O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1""",,,
"CHEMBL7413;""METHOHEXITAL"";""METHOHEXITAL|METHOHEXITONE"";""Small molecule"";""4"";""262.31"";""8"";""66"";""1.31"";""66.48"";""3"";""1"";""0"";""3"";""N"";""0.47"";""7.73"";""None"";""2.29"";""2.12"";""0"";""MOL"";""0"";""19"";""5"";""1"";""0"";""262.1317"";""NEUTRAL"";""C14H18N2O3"";""C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O""",,,
"CHEMBL1201347;""ANILERIDINE"";""ANILERIDINE"";""Small molecule"";""4"";""352.48"";""3"";""8"";""3.41"";""55.56"";""4"";""1"";""0"";""6"";""N"";""0.64"";""None"";""8.88"";""3.64"";""2.15"";""2"";""MOL"";""0"";""26"";""4"";""2"";""0"";""352.2151"";""BASE"";""C22H28N2O2"";""CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1""",,,
"CHEMBL1851805;""PROPACETAMOL"";""PROPACETAMOL"";""Small molecule"";""0"";""264.32"";""3"";""24"";""1.89"";""58.64"";""4"";""1"";""0"";""6"";""N"";""0.63"";""None"";""6.83"";""1.42"";""1.32"";""1"";""MOL"";""0"";""19"";""5"";""1"";""0"";""264.1474"";""NEUTRAL"";""C14H20N2O3"";""CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1""",,,
"CHEMBL130880;""IPIDACRINE"";""IPIDACRINE|Ipidacrine"";""Small molecule"";""0"";""188.27"";""16"";""21"";""2.03"";""38.91"";""2"";""1"";""0"";""0"";""Y"";""0.68"";""None"";""9.72"";""2.13"";""0.36"";""1"";""MOL"";""0"";""14"";""2"";""2"";""0"";""188.1313"";""BASE"";""C12H16N2"";""Nc1c2c(nc3c1CCC3)CCCC2""",,,
"CHEMBL1112;""ARIPIPRAZOLE"";""ABILIFY MAINTENA|ABILIFY MAINTENA KIT|ABILIFY MYCITE KIT|ARIPIPRAZOLE|Abilify|OPC-14597|OPC-31"";""Small molecule"";""4"";""448.39"";""106"";""559"";""4.86"";""44.81"";""4"";""1"";""0"";""7"";""N"";""0.61"";""13.51"";""7.46"";""4.90"";""4.57"";""2"";""MOL"";""0"";""30"";""5"";""1"";""0"";""447.1480"";""NEUTRAL"";""C23H27Cl2N3O2"";""O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1""",,,
"CHEMBL660;""AMANTADINE"";""AMANTADINE|Amantadine|NSC-341865|Symadine|Symmetrel|TCMDC-125869"";""Small molecule"";""4"";""151.25"";""182"";""1367"";""1.91"";""26.02"";""1"";""1"";""0"";""0"";""Y"";""0.56"";""None"";""10.71"";""1.47"";""-1.38"";""0"";""MOL"";""0"";""11"";""1"";""2"";""0"";""151.1361"";""BASE"";""C10H17N"";""NC12CC3CC(CC(C3)C1)C2""",,,
"CHEMBL1201201;""METHAMPHETAMINE"";""J6.362B|METAMFETAMINE|METHAMPHETAMINE|NSC-25115"";""Small molecule"";""4"";""149.24"";""26"";""75"";""1.84"";""12.03"";""1"";""1"";""0"";""3"";""Y"";""0.69"";""None"";""10.21"";""2.24"";""-0.44"";""1"";""MOL"";""0"";""11"";""1"";""1"";""0"";""149.1204"";""BASE"";""C10H15N"";""CN[C@@H](C)Cc1ccccc1""",,,
"CHEMBL190279;""ALFAXALONE"";""ALFAXALONE|ALPHAXALONE|GR 2/234"";""Small molecule"";""0"";""332.48"";""30"";""82"";""3.77"";""54.37"";""3"";""1"";""0"";""1"";""N"";""0.79"";""None"";""None"";""3.06"";""3.06"";""0"";""MOL"";""0"";""24"";""3"";""1"";""0"";""332.2351"";""NEUTRAL"";""C21H32O3"";""CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C""",,,
"CHEMBL14370;""REBOXETINE"";""EDRONAX|REBOXETINE"";""Small molecule"";""4"";""313.40"";""23"";""71"";""3.19"";""39.72"";""4"";""1"";""0"";""6"";""N"";""0.89"";""None"";""7.91"";""3.28"";""2.65"";""2"";""MOL"";""0"";""23"";""4"";""1"";""0"";""313.1678"";""NEUTRAL"";""C19H23NO3"";""CCOc1ccccc1OC(c1ccccc1)C1CNCCO1""",,,
"CHEMBL445;""NORTRIPTYLINE"";""ALLEGRON|AVENTYL|MOTIPRESS|MOTIVAL|NCI-169453|NORTRIPTYLINE|Nortriptyline|Pamelor"";""Small molecule"";""4"";""263.38"";""187"";""1062"";""3.83"";""12.03"";""1"";""1"";""0"";""3"";""N"";""0.83"";""None"";""10.47"";""4.43"";""1.58"";""2"";""MOL"";""0"";""20"";""1"";""1"";""0"";""263.1674"";""BASE"";""C19H21N"";""CNCCC=C1c2ccccc2CCc2ccccc21""",,,
"CHEMBL3833325;""CARBASPIRIN CALCIUM"";""CARBASALATE CALCIUM|CARBASPIRIN CALCIUM"";""Small molecule"";""0"";""458.44"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""420.1169"";""None"";""C19H18CaN2O9"";""CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2]""",,,
"CHEMBL1628227;""DOXEPIN"";""DOXEPIN|Doxepin|P-3693A|SINEPIN|SINEQUAN|Zonalon"";""Small molecule"";""4"";""279.38"";""133"";""1921"";""3.96"";""12.47"";""2"";""0"";""0"";""3"";""N"";""0.84"";""None"";""9.76"";""3.84"";""1.51"";""2"";""MOL"";""0"";""21"";""2"";""0"";""0"";""279.1623"";""BASE"";""C19H21NO"";""CN(C)CCC=C1c2ccccc2COc2ccccc21""",,,
"CHEMBL1257;""ENFLURANE"";""ANESTHETIC COMPOUND NO. 347|Anesthetic Compound No. 347|ENFLURANE|Ethrane"";""Small molecule"";""4"";""184.49"";""9"";""66"";""2.35"";""9.23"";""1"";""0"";""0"";""3"";""Y"";""0.48"";""None"";""None"";""2.80"";""2.80"";""0"";""MOL"";""0"";""10"";""1"";""0"";""0"";""183.9714"";""NEUTRAL"";""C3H2ClF5O"";""FC(F)OC(F)(F)C(F)Cl""",,,
"CHEMBL580;""LORAZEPAM"";""ABBLORAZ|Ativan|LORAZ|LORAZEPAM|LORAZEPAM CIV|LORAZEPAM INTENSOL|LORAZEPAM PRESERVATIVE FREE|NSC-289758|TEMESTA|WY-4036"";""Small molecule"";""4"";""321.16"";""152"";""1040"";""3.10"";""61.69"";""3"";""2"";""0"";""1"";""N"";""0.85"";""10.61"";""None"";""3.53"";""3.53"";""2"";""MOL"";""0"";""21"";""4"";""2"";""0"";""320.0119"";""NEUTRAL"";""C15H10Cl2N2O2"";""O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O""",,,
"CHEMBL629;""AMITRIPTYLINE"";""AMITRIPTYLINE|Amitid|Amitril|Amitriptyline|Elavil|Endep|Etrafon-A|Etrafon-Forte|Limbitrol"";""Small molecule"";""4"";""277.41"";""188"";""2585"";""4.17"";""3.24"";""1"";""0"";""0"";""3"";""N"";""0.81"";""None"";""9.76"";""4.81"";""2.48"";""2"";""MOL"";""0"";""21"";""1"";""0"";""0"";""277.1830"";""BASE"";""C20H23N"";""CN(C)CCC=C1c2ccccc2CCc2ccccc21""",,,
"CHEMBL2110938;""PIPRADROL"";""PIPRADROL"";""Small molecule"";""0"";""267.37"";"""";"""";""3.06"";""32.26"";""2"";""2"";""0"";""3"";""N"";""0.90"";""12.88"";""9.53"";""3.32"";""1.21"";""2"";""MOL"";""0"";""20"";""2"";""2"";""0"";""267.1623"";""BASE"";""C18H21NO"";""OC(c1ccccc1)(c1ccccc1)C1CCCCN1""",,,
"CHEMBL2106085;""CLORAZEPATE MONOPOTASSIUM"";""4311 CB|ABBOTT-39083|CLORAZEPATE MONOPOTASSIUM|POTASSIUM CLORAZEPATE"";""Small molecule"";""0"";""352.82"";"""";"""";""2.58"";""78.76"";""3"";""2"";""0"";""2"";""N"";""0.84"";""3.32"";""None"";""3.21"";""-0.22"";""2"";""MOL"";""0"";""22"";""5"";""2"";""0"";""314.0458"";""ACID"";""C16H10ClKN2O3"";""O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+]""",,,
"CHEMBL252556;""IDEBENONE"";""IDEBENONE|Raxone"";""Small molecule"";""4"";""338.44"";""145"";""861"";""3.46"";""72.83"";""5"";""1"";""0"";""12"";""N"";""0.44"";""None"";""None"";""3.57"";""3.57"";""0"";""MOL"";""0"";""24"";""5"";""1"";""0"";""338.2093"";""NEUTRAL"";""C19H30O5"";""COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O""",,,
"CHEMBL243712;""AMISULPRIDE"";""AMISULPRIDE|APD-421|APD421|BARHEMSYS|DAN-2163|SOLIAN|SOLIAN 100|SOLIAN 200|SOLIAN 400|SOLIAN 50"";""Small molecule"";""4"";""369.49"";""42"";""84"";""1.29"";""101.73"";""6"";""2"";""0"";""7"";""N"";""0.70"";""None"";""7.05"";""0.25"";""0.09"";""1"";""MOL"";""0"";""25"";""7"";""3"";""0"";""369.1722"";""NEUTRAL"";""C17H27N3O4S"";""CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC""",,,
"CHEMBL1213351;""PROPOXYPHENE"";""DEXTROPROPOXYPHENE|Levopropoxyphene|Propoxyphene"";""Small molecule"";""4"";""339.48"";""26"";""129"";""4.28"";""29.54"";""3"";""0"";""0"";""8"";""N"";""0.67"";""None"";""9.52"";""4.90"";""2.80"";""2"";""MOL"";""0"";""25"";""3"";""0"";""0"";""339.2198"";""BASE"";""C22H29NO2"";""CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C""",,,
"CHEMBL328250;""ADINAZOLAM"";""ADINAZOLAM|U-41","123"";""Small molecule"";""0"";""351.84"";""7"";""47"";""3.33"";""46.31"";""5"";""0"";""0"";""3"";""N"";""0.73"";""None"";""6.30"";""2.91"";""2.88"";""3"";""MOL"";""0"";""25"";""5"";""0"";""0"";""351.1251"";""NEUTRAL"";""C19H18ClN5"";""CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2""",,
"CHEMBL969;""PRAZEPAM"";""Centrax|DEMETRIN|PRAZEPAM|W 4020|W-4020"";""Small molecule"";""4"";""324.81"";""10"";""37"";""3.93"";""32.67"";""2"";""0"";""0"";""3"";""N"";""0.84"";""None"";""3.06"";""3.86"";""3.86"";""2"";""MOL"";""0"";""23"";""3"";""0"";""0"";""324.1029"";""NEUTRAL"";""C19H17ClN2O"";""O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1""",,,
"CHEMBL1685;""DEZOCINE"";""DEZOCINE|Dalgan|WY-16","225|WY-16225"";""Small molecule"";""4"";""245.37"";""2"";""20"";""3.11"";""46.25"";""2"";""2"";""0"";""0"";""N"";""0.74"";""10.43"";""9.67"";""3.23"";""1.31"";""1"";""MOL"";""0"";""18"";""2"";""3"";""0"";""245.1780"";""BASE"";""C16H23NO"";""C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N""",,
"CHEMBL284092;""GEPIRONE"";""Ariza|BMY-13805|GEPIRONE|ORG-13011|Variza"";""Small molecule"";""2"";""359.47"";""15"";""48"";""1.55"";""69.64"";""6"";""0"";""0"";""6"";""N"";""0.57"";""None"";""7.62"";""1.35"";""0.93"";""1"";""MOL"";""0"";""26"";""7"";""0"";""0"";""359.2321"";""NEUTRAL"";""C19H29N5O2"";""CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1""",,,
"CHEMBL41355;""EZOGABINE"";""AWD-21360|AWD21-360|D-23129|EZOGABINE|GKE-841|GW-582892X|GW582892X|POTIGA|RETIGABINE|TROBALT|WAY-143841"";""Small molecule"";""4"";""303.34"";""28"";""111"";""3.59"";""76.38"";""4"";""3"";""0"";""5"";""N"";""0.74"";""13.60"";""3.99"";""2.70"";""2.70"";""2"";""MOL"";""0"";""22"";""5"";""4"";""0"";""303.1383"";""NEUTRAL"";""C16H18FN3O2"";""CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N""",,,
"CHEMBL1371770;""PIRIBEDIL"";""ET-495|EU-4200|PIRIBEDIL|TRIVASTAL|TRIVASTAL LP"";""Small molecule"";""4"";""298.35"";""26"";""74"";""1.53"";""50.72"";""6"";""0"";""0"";""3"";""N"";""0.86"";""None"";""6.73"";""2.03"";""1.95"";""2"";""MOL"";""0"";""22"";""6"";""0"";""0"";""298.1430"";""NEUTRAL"";""C16H18N4O2"";""c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1""",,,
"CHEMBL2220384;""TILIDINE"";""TILIDINE|Tilidine"";""Small molecule"";""0"";""273.38"";""4"";""16"";""2.77"";""29.54"";""3"";""0"";""0"";""4"";""N"";""0.62"";""None"";""8.60"";""3.35"";""2.13"";""1"";""MOL"";""0"";""20"";""3"";""0"";""0"";""273.1729"";""BASE"";""C17H23NO2"";""CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C""",,,
"CHEMBL32479;""BROTIZOLAM"";""BROTIZOLAM|Lendorm|WE 941|WE-941|WE-941-BS"";""Small molecule"";""3"";""393.70"";""10"";""19"";""4.40"";""43.07"";""5"";""0"";""0"";""1"";""N"";""0.61"";""None"";""3.82"";""3.90"";""3.90"";""3"";""MOL"";""0"";""22"";""4"";""0"";""0"";""391.9498"";""NEUTRAL"";""C15H10BrClN4S"";""Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2""",,,
"CHEMBL634;""ALFENTANIL"";""ALFENTANIL|Alfentanil|IDS-NA-014|R-39209|R-39209-"";""Small molecule"";""4"";""416.53"";""38"";""169"";""1.38"";""85.49"";""8"";""0"";""0"";""9"";""N"";""0.61"";""None"";""7.50"";""2.81"";""2.45"";""2"";""MOL"";""0"";""30"";""9"";""0"";""0"";""416.2536"";""NEUTRAL"";""C21H32N6O3"";""CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1""",,,
"CHEMBL1200854;""FLUPHENAZINE DECANOATE"";""DECAZATE|FLUPHENAZINE DECANOATE|MODECATE|MODECATE CONC|NSC-169510|PROLIXIN DECANOATE|QD-10733|SQ-10733"";""Small molecule"";""4"";""591.78"";""5"";""23"";""8.00"";""36.02"";""6"";""0"";""2"";""15"";""N"";""0.15"";""None"";""7.48"";""8.22"";""7.88"";""2"";""MOL"";""0"";""41"";""5"";""0"";""2"";""591.3106"";""NEUTRAL"";""C32H44F3N3O2S"";""CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1""",,,
"CHEMBL278819;""MINAPRINE"";""AGR-1240|Brantur|CB-30038|Cantor|MINAPRINE"";""Small molecule"";""4"";""298.39"";""21"";""29"";""2.20"";""50.28"";""5"";""1"";""0"";""5"";""N"";""0.92"";""None"";""6.28"";""2.19"";""2.16"";""2"";""MOL"";""0"";""22"";""5"";""1"";""0"";""298.1794"";""NEUTRAL"";""C17H22N4O"";""Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1""",,,
"CHEMBL1095;""ETHOTOIN"";""ETHOTOIN|Ethotoin|Peganone"";""Small molecule"";""4"";""204.23"";""11"";""52"";""1.30"";""49.41"";""2"";""1"";""0"";""2"";""Y"";""0.74"";""11.18"";""None"";""1.07"";""1.07"";""1"";""MOL"";""0"";""15"";""4"";""1"";""0"";""204.0899"";""NEUTRAL"";""C11H12N2O2"";""CCN1C(=O)NC(c2ccccc2)C1=O""",,,
"CHEMBL93836;""VALPROMIDE"";""VALPROMIDE"";""Small molecule"";""0"";""143.23"";""13"";""32"";""1.69"";""43.09"";""1"";""1"";""0"";""5"";""N"";""0.62"";""None"";""None"";""1.99"";""1.99"";""0"";""MOL"";""0"";""10"";""2"";""2"";""0"";""143.1310"";""NEUTRAL"";""C8H17NO"";""CCCC(CCC)C(N)=O""",,,
"CHEMBL1083659;""SUVOREXANT"";""BELSOMRA|MK-4305|MK4305|SUVOREXANT"";""Small molecule"";""4"";""450.93"";""19"";""139"";""4.11"";""80.29"";""7"";""0"";""0"";""3"";""N"";""0.47"";""None"";""0.26"";""4.04"";""4.04"";""4"";""MOL"";""0"";""32"";""8"";""0"";""0"";""450.1571"";""NEUTRAL"";""C23H23ClN6O2"";""Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1""",,,
"CHEMBL404422;""BUTETHAL"";""BUTETHAL|BUTOBARBITAL|BUTOBARBITONE|Butobarbital|Neonal|SONERYL"";""Small molecule"";""4"";""212.25"";""7"";""12"";""0.94"";""75.27"";""3"";""2"";""0"";""4"";""N"";""0.68"";""7.48"";""None"";""1.61"";""1.35"";""0"";""MOL"";""0"";""15"";""5"";""2"";""0"";""212.1161"";""NEUTRAL"";""C10H16N2O3"";""CCCCC1(CC)C(=O)NC(=O)NC1=O""",,,
"CHEMBL2111152;""FENETHYLLINE"";""FENETHYLLINE|FENETYLLINE"";""Small molecule"";""0"";""341.42"";"""";"""";""0.65"";""73.85"";""7"";""1"";""0"";""6"";""N"";""0.71"";""None"";""9.53"";""1.52"";""-0.58"";""3"";""MOL"";""0"";""25"";""7"";""1"";""0"";""341.1852"";""BASE"";""C18H23N5O2"";""CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C""",,,
"CHEMBL13291;""FLUDIAZEPAM"";""FLUDIAZEPAM"";""Small molecule"";""0"";""302.74"";""6"";""14"";""3.29"";""32.67"";""2"";""0"";""0"";""1"";""N"";""0.80"";""None"";""1.89"";""3.22"";""3.22"";""2"";""MOL"";""0"";""21"";""3"";""0"";""0"";""302.0622"";""NEUTRAL"";""C16H12ClFN2O"";""CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21""",,,
"CHEMBL7863;""APROBARBITAL"";""ALLYPROPYMAL|APROBARBITAL|Alurate"";""Small molecule"";""0"";""210.23"";""6"";""13"";""0.57"";""75.27"";""3"";""2"";""0"";""3"";""N"";""0.53"";""7.48"";""None"";""1.14"";""0.89"";""0"";""MOL"";""0"";""15"";""5"";""2"";""0"";""210.1004"";""NEUTRAL"";""C10H14N2O3"";""C=CCC1(C(C)C)C(=O)NC(=O)NC1=O""",,,
"CHEMBL2028019;""CARIPRAZINE"";""CARIPRAZINE|GED-129|MP-214|REAGILA|RGH-188"";""Small molecule"";""4"";""427.42"";""17"";""78"";""4.34"";""38.82"";""3"";""1"";""0"";""5"";""N"";""0.76"";""None"";""7.91"";""4.06"";""3.43"";""1"";""MOL"";""0"";""28"";""5"";""1"";""0"";""426.1953"";""NEUTRAL"";""C21H32Cl2N4O"";""CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1""",,,
"CHEMBL1182743;""RIMAZOLIUM"";""RIMAZOLIUM"";""Small molecule"";""0"";""251.31"";"""";"""";""0.75"";""52.18"";""4"";""0"";""0"";""2"";""N"";""0.58"";""None"";""None"";""-2.39"";""-2.39"";""1"";""MOL"";""0"";""18"";""5"";""0"";""0"";""251.1390"";""NEUTRAL"";""C13H19N2O3+"";""CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2""",,,
"CHEMBL1200682;""SODIUM OXYBATE"";"".GAMMA.-HYDROXYBUTYRATE SODIUM SALT|NSC-84223|OXYBATE SODIUM|SODIUM OXYBATE|Sodium oxybate|WY-3478|Xyrem"";""Small molecule"";""4"";""126.09"";""8"";""48"";""-0.16"";""57.53"";""2"";""2"";""0"";""3"";""Y"";""0.52"";""4.44"";""None"";""-0.51"";""-3.37"";""0"";""MOL"";""0"";""7"";""3"";""2"";""0"";""104.0473"";""ACID"";""C4H7NaO3"";""O=C([O-])CCCO.[Na+]""",,,
